ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-219,Oconee County,Georgia,39.2,-3.4,26,42.6
GA-221,Oglethorpe County,Georgia,39.3,-3.1,27,42.4
GA-223,Paulding County,Georgia,37.4,-3.5,28,40.9
GA-225,Peach County,Georgia,41,-5,13,46
GA-227,Pickens County,Georgia,34.8,-4.8,16,39.6
GA-229,Pierce County,Georgia,44.8,-5.8,9,50.6
GA-231,Pike County,Georgia,39.7,-4.4,19,44.1
GA-233,Polk County,Georgia,37.1,-4,24,41.1
GA-235,Pulaski County,Georgia,42.5,-4.6,18,47.1
GA-237,Putnam County,Georgia,40,-4,21,44
GA-239,Quitman County,Georgia,41.5,-6.4,9,47.9
GA-241,Rabun County,Georgia,32.9,-5.8,8,38.7
GA-243,Randolph County,Georgia,41.5,-6.6,8,48.1
GA-245,Richmond County,Georgia,41.1,-4.6,17,45.7
GA-247,Rockdale County,Georgia,39.1,-3.4,26,42.5
GA-249,Schley County,Georgia,41.3,-5.3,14,46.6
GA-251,Screven County,Georgia,41.8,-5.3,10,47.1
GA-253,Seminole County,Georgia,44.8,-5.8,12,50.6
GA-255,Spalding County,Georgia,39.6,-4.3,20,43.9
GA-257,Stephens County,Georgia,37.7,-4.3,18,42
GA-259,Stewart County,Georgia,41.3,-5.9,13,47.2
GA-261,Sumter County,Georgia,41.6,-5.7,11,47.3
GA-263,Talbot County,Georgia,40.5,-4.7,19,45.2
GA-265,Taliaferro County,Georgia,39.9,-3.7,25,43.6
GA-267,Tattnall County,Georgia,44.5,-5.1,14,49.6
GA-269,Taylor County,Georgia,40.9,-4.9,15,45.8
GA-271,Telfair County,Georgia,43.7,-4.7,16,48.4
GA-273,Terrell County,Georgia,41.8,-6.4,10,48.2
GA-275,Thomas County,Georgia,45,-5.7,12,50.7
GA-277,Tift County,Georgia,43.5,-5.3,13,48.8
GA-279,Toombs County,Georgia,43.8,-5.1,14,48.9
GA-281,Towns County,Georgia,30.6,-6.9,8,37.5
GA-283,Treutlen County,Georgia,43,-4.8,14,47.8
GA-285,Troup County,Georgia,39.3,-4.4,20,43.7
GA-287,Turner County,Georgia,42.7,-5.3,13,48
GA-289,Twiggs County,Georgia,41.5,-4.9,15,46.4
GA-291,Union County,Georgia,30.6,-6.9,8,37.5
GA-293,Upson County,Georgia,40.2,-4.6,17,44.8
GA-295,Walker County,Georgia,35,-4.4,21,39.4
GA-297,Walton County,Georgia,38.9,-3.4,25,42.3
GA-299,Ware County,Georgia,45.3,-5.8,8,51.1
GA-301,Warren County,Georgia,40.2,-4.2,19,44.4
GA-303,Washington County,Georgia,41.4,-4.7,15,46.1
GA-305,Wayne County,Georgia,45,-5.6,10,50.6
GA-307,Webster County,Georgia,41.3,-5.9,11,47.2
GA-309,Wheeler County,Georgia,43.4,-4.9,15,48.3
GA-311,White County,Georgia,34.3,-5.3,10,39.6
GA-313,Whitfield County,Georgia,35.3,-4.5,22,39.8
GA-315,Wilcox County,Georgia,42.9,-4.7,16,47.6
GA-317,Wilkes County,Georgia,40.1,-2.9,31,43
GA-319,Wilkinson County,Georgia,41.6,-4.8,16,46.4
GA-321,Worth County,Georgia,42.7,-6,10,48.7
ID-001,Ada County,Idaho,30,0.6,63,29.4
ID-003,Adams County,Idaho,23.4,0.6,62,22.8
ID-005,Bannock County,Idaho,20.9,-1.3,43,22.2
ID-007,Bear Lake County,Idaho,16,-1.9,42,17.9
ID-009,Benewah County,Idaho,29,2.8,78,26.2
ID-011,Bingham County,Idaho,17.8,-2,41,19.8
ID-013,Blaine County,Idaho,19.8,0.4,60,19.4
ID-015,Boise County,Idaho,22.8,-0.1,55,22.9
ID-017,Bonner County,Idaho,26.1,3.1,82,23.1
ID-019,Bonneville County,Idaho,15.8,-3.2,23,19
ID-021,Boundary County,Idaho,24.3,3.6,87,20.7
ID-023,Butte County,Idaho,16.4,-0.1,60,16.5
ID-025,Camas County,Idaho,19.8,0.1,55,19.7
ID-027,Canyon County,Idaho,31.4,2.4,79,29
ID-029,Caribou County,Idaho,18,-2,38,20
ID-031,Cassia County,Idaho,24.1,-0.1,54,24.2
ID-033,Clark County,Idaho,16.4,0.3,59,16.1
ID-035,Clearwater County,Idaho,25.9,1.4,62,24.5
ID-037,Custer County,Idaho,18.4,1.2,63,17.2
ID-039,Elmore County,Idaho,25.4,0.2,54,25.2
ID-041,Franklin County,Idaho,20.7,-0.2,57,20.9
ID-043,Fremont County,Idaho,14.1,-1.5,44,15.6
ID-045,Gem County,Idaho,28.5,1.9,74,26.6
ID-047,Gooding County,Idaho,25.2,0.7,63,24.5
ID-049,Idaho County,Idaho,23.6,1.1,59,22.5
ID-051,Jefferson County,Idaho,14.7,-1.5,45,16.2
ID-053,Jerome County,Idaho,26.6,1.4,68,25.2
ID-055,Kootenai County,Idaho,29.2,3.7,89,25.5
ID-057,Latah County,Idaho,29.2,2.3,72,26.9
ID-059,Lemhi County,Idaho,19.2,1.3,68,17.9
ID-061,Lewis County,Idaho,27.4,1,58,26.4
ID-063,Lincoln County,Idaho,22.2,0.6,62,21.6
ID-065,Madison County,Idaho,15.8,-2.3,35,18.1
ID-067,Minidoka County,Idaho,22.7,1,64,21.7
ID-069,Nez Perce County,Idaho,30.4,1.7,68,28.7
ID-071,Oneida County,Idaho,22.2,-0.7,51,22.9
ID-073,Owyhee County,Idaho,27.8,0.8,61,27
ID-075,Payette County,Idaho,31.2,4,86,27.2
ID-077,Power County,Idaho,21.3,-1.1,47,22.4
ID-079,Shoshone County,Idaho,25.9,2.5,76,23.4
ID-081,Teton County,Idaho,13.9,-3,23,16.9
ID-083,Twin Falls County,Idaho,26.2,-0,56,26.2
ID-085,Valley County,Idaho,19.4,0,55,19.4
ID-087,Washington County,Idaho,27.4,2.2,78,25.2
IL-001,Adams County,Illinois,23.2,-2.1,38,25.3
IL-003,Alexander County,Illinois,30.2,-3.1,25,33.3
IL-005,Bond County,Illinois,25.4,-3.4,30,28.8
IL-007,Boone County,Illinois,19.4,0.2,58,19.2
IL-009,Brown County,Illinois,22.8,-2.4,36,25.2
IL-011,Bureau County,Illinois,20.1,-0.9,45,21
IL-013,Calhoun County,Illinois,24.9,-2.9,29,27.8
IL-015,Carroll County,Illinois,19.1,0.2,53,18.9
IL-017,Cass County,Illinois,22.7,-2.7,35,25.4
IL-019,Champaign County,Illinois,21.3,-3.4,32,24.7
IL-021,Christian County,Illinois,23.1,-3.4,28,26.5
IL-023,Clark County,Illinois,24.1,-3.4,32,27.5
IL-025,Clay County,Illinois,25.2,-3.8,26,29
IL-027,Clinton County,Illinois,25.8,-3.8,25,29.6
IL-029,Coles County,Illinois,23.2,-3.3,33,26.5
IL-031,Cook County,Illinois,22.4,-0.1,54,22.5
IL-033,Crawford County,Illinois,24.1,-4.5,23,28.6
IL-035,Cumberland County,Illinois,24.2,-3.2,33,27.4
IL-037,DeKalb County,Illinois,19.2,-0.8,48,20
IL-039,De Witt County,Illinois,21.6,-2.7,36,24.3
IL-041,Douglas County,Illinois,22.4,-3.2,33,25.6
IL-043,DuPage County,Illinois,21.3,-0.3,52,21.6
IL-045,Edgar County,Illinois,22.8,-3.6,31,26.4
IL-047,Edwards County,Illinois,26,-4.6,21,30.6
IL-049,Effingham County,Illinois,24.4,-3.4,30,27.8
IL-051,Fayette County,Illinois,24.6,-3.7,29,28.3
IL-053,Ford County,Illinois,20.7,-2.8,37,23.5
IL-055,Franklin County,Illinois,27.6,-3.6,26,31.2
IL-057,Fulton County,Illinois,22.4,-1.6,41,24
IL-059,Gallatin County,Illinois,28.6,-3.8,22,32.4
IL-061,Greene County,Illinois,23.9,-3.6,26,27.5
IL-063,Grundy County,Illinois,20.8,-1.3,44,22.1
IL-065,Hamilton County,Illinois,27.5,-3.7,22,31.2
IL-067,Hancock County,Illinois,21.9,-2.3,37,24.2
IL-069,Hardin County,Illinois,29.4,-3.4,28,32.8
IL-071,Henderson County,Illinois,21.6,-1.1,43,22.7
IL-073,Henry County,Illinois,20.9,-0.1,54,21
IL-075,Iroquois County,Illinois,20.3,-3.3,36,23.6
IL-077,Jackson County,Illinois,27.8,-3.6,24,31.4
IL-079,Jasper County,Illinois,24.9,-3.4,30,28.3
IL-081,Jefferson County,Illinois,26.9,-3.4,29,30.3
IL-083,Jersey County,Illinois,24.9,-3.4,27,28.3
IL-085,Jo Daviess County,Illinois,18.1,0,55,18.1
IL-087,Johnson County,Illinois,29,-3.4,23,32.4
IL-089,Kane County,Illinois,20.2,-0.4,51,20.6
IL-091,Kankakee County,Illinois,21.2,-1.7,41,22.9
IL-093,Kendall County,Illinois,20.5,-1.1,44,21.6
IL-095,Knox County,Illinois,21.2,-0.9,48,22.1
IL-097,Lake County,Illinois,21.1,0.2,55,20.9
IL-099,LaSalle County,Illinois,20,-1.6,43,21.6
IL-101,Lawrence County,Illinois,24.5,-5.3,17,29.8
IL-103,Lee County,Illinois,18.8,-1.1,42,19.9
IL-105,Livingston County,Illinois,21.2,-1.5,45,22.7
IL-107,Logan County,Illinois,22,-2.9,35,24.9
IL-109,McDonough County,Illinois,21.6,-2,39,23.6
IL-111,McHenry County,Illinois,18.6,-0.9,46,19.5
IL-113,McLean County,Illinois,21.7,-1.6,41,23.3
IL-115,Macon County,Illinois,21.8,-3.6,31,25.4
IL-117,Macoupin County,Illinois,24.1,-3.3,29,27.4
IL-119,Madison County,Illinois,26,-3.4,29,29.4
IL-121,Marion County,Illinois,25.2,-4,25,29.2
IL-123,Marshall County,Illinois,21.3,-1,46,22.3
IL-125,Mason County,Illinois,22.6,-2.4,38,25
IL-127,Massac County,Illinois,30.7,-2.7,30,33.4
IL-129,Menard County,Illinois,22.1,-3.2,31,25.3
IL-131,Mercer County,Illinois,21.4,-0.1,56,21.5
IL-133,Monroe County,Illinois,27.9,-3,28,30.9
IL-135,Montgomery County,Illinois,24.4,-3.1,32,27.5
IL-137,Morgan County,Illinois,23.1,-2.7,35,25.8
IL-139,Moultrie County,Illinois,22.3,-3.7,30,26
IL-141,Ogle County,Illinois,19.1,-0.1,53,19.2
IL-143,Peoria County,Illinois,22.2,-0.7,48,22.9
IL-145,Perry County,Illinois,27.2,-3.5,26,30.7
IL-147,Piatt County,Illinois,21.6,-3.2,33,24.8
IL-149,Pike County,Illinois,23.9,-2.4,34,26.3
IL-151,Pope County,Illinois,29.7,-3,29,32.7
IL-153,Pulaski County,Illinois,30.2,-3.1,25,33.3
IL-155,Putnam County,Illinois,20.8,-1.4,43,22.2
IL-157,Randolph County,Illinois,27.9,-3,29,30.9
IL-159,Richland County,Illinois,25.1,-4.5,20,29.6
IL-161,Rock Island County,Illinois,21.3,0.3,58,21
IL-163,St. Clair County,Illinois,27.3,-3,29,30.3
IL-165,Saline County,Illinois,28.4,-3.6,22,32
IL-167,Sangamon County,Illinois,22.6,-3.3,31,25.9
IL-169,Schuyler County,Illinois,22.2,-2.5,35,24.7
IL-171,Scott County,Illinois,23.4,-3,33,26.4
IL-173,Shelby County,Illinois,23.2,-3.6,29,26.8
IL-175,Stark County,Illinois,21.1,-0.6,49,21.7
IL-177,Stephenson County,Illinois,18.4,0.2,57,18.2
IL-179,Tazewell County,Illinois,22.5,-1.2,45,23.7
IL-181,Union County,Illinois,28.3,-3.8,21,32.1
IL-183,Vermilion County,Illinois,21.2,-4,29,25.2
IL-185,Wabash County,Illinois,25.7,-5,18,30.7
IL-187,Warren County,Illinois,21.1,-1.1,44,22.2
IL-189,Washington County,Illinois,26.4,-3.7,26,30.1
IL-191,Wayne County,Illinois,26.2,-4.1,22,30.3
IL-193,White County,Illinois,27.4,-4.2,21,31.6
IL-195,Whiteside County,Illinois,20.6,0.5,60,20.1
IL-197,Will County,Illinois,21.2,-1.3,43,22.5
IL-199,Williamson County,Illinois,27.9,-3.8,22,31.7
IL-201,Winnebago County,Illinois,19.6,0.6,60,19
IL-203,Woodford County,Illinois,21.7,-0.9,47,22.6
IN-001,Adams County,Indiana,21.4,-3.1,36,24.5
IN-003,Allen County,Indiana,21.4,-2.6,44,24
IN-005,Bartholomew County,Indiana,24.4,-4.3,24,28.7
IN-007,Benton County,Indiana,20.1,-3.6,33,23.7
IN-009,Blackford County,Indiana,20.8,-4.6,22,25.4
IN-011,Boone County,Indiana,21.3,-3.8,29,25.1
IN-013,Brown County,Indiana,24.2,-3.7,28,27.9
IN-015,Carroll County,Indiana,21.2,-3.4,34,24.6
IN-017,Cass County,Indiana,21.3,-2.9,37,24.2
IN-019,Clark County,Indiana,26.4,-4.6,20,31
IN-021,Clay County,Indiana,23.6,-3.7,28,27.3
IN-023,Clinton County,Indiana,20.9,-3.9,29,24.8
IN-025,Crawford County,Indiana,26.4,-4.8,19,31.2
IN-027,Daviess County,Indiana,24.7,-4.6,20,29.3
IN-029,Dearborn County,Indiana,23.7,-5.6,16,29.3
IN-031,Decatur County,Indiana,23.4,-4.9,21,28.3
IN-033,DeKalb County,Indiana,21.1,-2.1,44,23.2
IN-035,Delaware County,Indiana,21.2,-4.6,22,25.8
IN-037,Dubois County,Indiana,25.8,-4.7,21,30.5
IN-039,Elkhart County,Indiana,22.2,-0.6,51,22.8
IN-041,Fayette County,Indiana,20.9,-6,15,26.9
IN-043,Floyd County,Indiana,27,-4.3,21,31.3
IN-045,Fountain County,Indiana,21.5,-3.8,29,25.3
IN-047,Franklin County,Indiana,22.1,-6,15,28.1
IN-049,Fulton County,Indiana,21.2,-2,41,23.2
IN-051,Gibson County,Indiana,26.3,-4.7,19,31
IN-053,Grant County,Indiana,21.2,-4.1,26,25.3
IN-055,Greene County,Indiana,24.2,-3.7,25,27.9
IN-057,Hamilton County,Indiana,22.2,-3.7,28,25.9
IN-059,Hancock County,Indiana,22.2,-4.4,26,26.6
IN-061,Harrison County,Indiana,27.3,-4.3,21,31.6
IN-063,Hendricks County,Indiana,22.1,-4,29,26.1
IN-065,Henry County,Indiana,20.6,-5.1,21,25.7
IN-067,Howard County,Indiana,21.1,-3.7,29,24.8
IN-069,Huntington County,Indiana,20.4,-4.2,26,24.6
IN-071,Jackson County,Indiana,25.1,-4.3,22,29.4
IN-073,Jasper County,Indiana,20.4,-2.9,36,23.3
IN-075,Jay County,Indiana,20.6,-4.6,22,25.2
IN-077,Jefferson County,Indiana,25.3,-4.7,19,30
IN-079,Jennings County,Indiana,24.8,-4.6,21,29.4
IN-081,Johnson County,Indiana,23.2,-3.9,27,27.1
IN-083,Knox County,Indiana,24.4,-5.2,18,29.6
IN-085,Kosciusko County,Indiana,21.6,-1.6,46,23.2
IN-087,LaGrange County,Indiana,21.9,-0.8,52,22.7
IN-089,Lake County,Indiana,21.4,-1.6,41,23
IN-091,LaPorte County,Indiana,21.5,-1.6,46,23.1
IN-093,Lawrence County,Indiana,24.8,-4,23,28.8
IN-095,Madison County,Indiana,22,-4,28,26
IN-097,Marion County,Indiana,22.8,-3.9,27,26.7
IN-099,Marshall County,Indiana,21.5,-1.3,48,22.8
IN-101,Martin County,Indiana,25.1,-3.9,25,29
IN-103,Miami County,Indiana,21.2,-3.2,36,24.4
IN-105,Monroe County,Indiana,24.5,-3.1,32,27.6
IN-107,Montgomery County,Indiana,21.1,-4,27,25.1
IN-109,Morgan County,Indiana,23.2,-4,26,27.2
IN-111,Newton County,Indiana,20.3,-3,36,23.3
IN-113,Noble County,Indiana,21.8,-1.2,49,23
IN-115,Ohio County,Indiana,24.8,-5.2,19,30
IN-117,Orange County,Indiana,25.8,-4.2,25,30
IN-119,Owen County,Indiana,23.9,-3.5,32,27.4
IN-121,Parke County,Indiana,22.2,-4.2,27,26.4
IN-123,Perry County,Indiana,26.6,-5.7,15,32.3
IN-125,Pike County,Indiana,25.4,-4.9,19,30.3
IN-127,Porter County,Indiana,21,-2,41,23
IN-129,Posey County,Indiana,27.9,-4.3,21,32.2
IN-131,Pulaski County,Indiana,20.9,-2.4,40,23.3
IN-133,Putnam County,Indiana,22,-4.3,25,26.3
IN-135,Randolph County,Indiana,19.4,-5.9,16,25.3
IN-137,Ripley County,Indiana,23.6,-5.2,19,28.8
IN-139,Rush County,Indiana,22.1,-4.9,22,27
IN-141,St. Joseph County,Indiana,22,-0.9,50,22.9
IN-143,Scott County,Indiana,25.6,-4.5,20,30.1
IN-145,Shelby County,Indiana,23.5,-4.1,29,27.6
IN-147,Spencer County,Indiana,26.9,-5.4,15,32.3
IN-149,Starke County,Indiana,21.2,-1.8,43,23
IN-151,Steuben County,Indiana,20.6,-1.7,46,22.3
IN-153,Sullivan County,Indiana,23.9,-4.3,23,28.2
IN-155,Switzerland County,Indiana,25.2,-5.1,18,30.3
IN-157,Tippecanoe County,Indiana,21.2,-3.5,32,24.7
IN-159,Tipton County,Indiana,21.5,-3.6,29,25.1
IN-161,Union County,Indiana,20.8,-6.3,15,27.1
IN-163,Vanderburgh County,Indiana,28,-4.1,21,32.1
IN-165,Vermillion County,Indiana,22.5,-3.9,29,26.4
IN-167,Vigo County,Indiana,23.9,-3.5,33,27.4
IN-169,Wabash County,Indiana,20.7,-3.9,29,24.6
IN-171,Warren County,Indiana,20.9,-3.8,30,24.7
IN-173,Warrick County,Indiana,26.9,-4.7,20,31.6
IN-175,Washington County,Indiana,25.5,-4.3,23,29.8
IN-177,Wayne County,Indiana,19.3,-6.8,13,26.1
IN-179,Wells County,Indiana,20.9,-3.8,28,24.7
IN-181,White County,Indiana,20.8,-3.1,35,23.9
IN-183,Whitley County,Indiana,20.9,-2.8,39,23.7
IA-001,Adair County,Iowa,20.2,0.8,68,19.4
IA-003,Adams County,Iowa,20.4,0.2,60,20.2
IA-005,Allamakee County,Iowa,16.3,1.5,68,14.8
IA-007,Appanoose County,Iowa,20.3,-1.7,40,22
IA-009,Audubon County,Iowa,19,0.9,70,18.1
IA-011,Benton County,Iowa,17.7,0.3,57,17.4
IA-013,Black Hawk County,Iowa,18.6,2.3,81,16.3
IA-015,Boone County,Iowa,18.8,1.1,71,17.7
IA-017,Bremer County,Iowa,17.7,2.7,83,15
IA-019,Buchanan County,Iowa,17.5,1.5,72,16
IA-021,Buena Vista County,Iowa,17.8,2.6,83,15.2
IA-023,Butler County,Iowa,18,2.7,84,15.3
IA-025,Calhoun County,Iowa,18.4,1.9,79,16.5
IA-027,Carroll County,Iowa,18.8,1.6,76,17.2
IA-029,Cass County,Iowa,20.2,0.5,62,19.7
IA-031,Cedar County,Iowa,19.2,-0.1,55,19.3
IA-033,Cerro Gordo County,Iowa,16.8,3.1,85,13.7
IA-035,Cherokee County,Iowa,18.1,2.7,81,15.4
IA-037,Chickasaw County,Iowa,16.4,2.4,81,14
IA-039,Clarke County,Iowa,20.8,0,58,20.8
IA-041,Clay County,Iowa,16.6,2.6,81,14
IA-043,Clayton County,Iowa,16.9,1.3,65,15.6
IA-045,Clinton County,Iowa,20.2,0.5,60,19.7
IA-047,Crawford County,Iowa,19.1,1.7,77,17.4
IA-049,Dallas County,Iowa,20.3,1.1,68,19.2
IA-051,Davis County,Iowa,21,-1.2,42,22.2
IA-053,Decatur County,Iowa,21.2,-0.4,49,21.6
IA-055,Delaware County,Iowa,17.7,1.6,73,16.1
IA-057,Des Moines County,Iowa,21.6,-0.7,44,22.3
IA-059,Dickinson County,Iowa,15.3,2.2,78,13.1
IA-061,Dubuque County,Iowa,17.7,0.5,58,17.2
IA-063,Emmet County,Iowa,15.8,2.8,81,13
IA-065,Fayette County,Iowa,16.2,1.6,70,14.6
IA-067,Floyd County,Iowa,16.7,2.5,81,14.2
IA-069,Franklin County,Iowa,17.5,2.8,84,14.7
IA-071,Fremont County,Iowa,23.1,0.7,67,22.4
IA-073,Greene County,Iowa,18.9,1.2,72,17.7
IA-075,Grundy County,Iowa,18.2,1.8,79,16.4
IA-077,Guthrie County,Iowa,19.7,1.1,71,18.6
IA-079,Hamilton County,Iowa,17.6,1.4,74,16.2
IA-081,Hancock County,Iowa,16.4,2.6,81,13.8
IA-083,Hardin County,Iowa,18,1.9,77,16.1
IA-085,Harrison County,Iowa,20.9,1.6,74,19.3
IA-087,Henry County,Iowa,21.1,-0.9,46,22
IA-089,Howard County,Iowa,15.4,2.7,80,12.7
IA-091,Humboldt County,Iowa,17,1.5,71,15.5
IA-093,Ida County,Iowa,19,2.4,81,16.6
IA-095,Iowa County,Iowa,18.7,-0,53,18.7
IA-097,Jackson County,Iowa,19,0.3,55,18.7
IA-099,Jasper County,Iowa,19.2,0.1,57,19.1
IA-101,Jefferson County,Iowa,20.5,-1,45,21.5
IA-103,Johnson County,Iowa,19,-0.3,50,19.3
IA-105,Jones County,Iowa,19.2,1.3,67,17.9
IA-107,Keokuk County,Iowa,20.2,0.2,57,20
IA-109,Kossuth County,Iowa,16.2,2.4,79,13.8
IA-111,Lee County,Iowa,21.9,-1.7,39,23.6
IA-113,Linn County,Iowa,18.8,1.3,68,17.5
IA-115,Louisa County,Iowa,21.8,0.3,56,21.5
IA-117,Lucas County,Iowa,20.4,-0.7,49,21.1
IA-119,Lyon County,Iowa,16.6,2.7,81,13.9
IA-121,Madison County,Iowa,20.9,0.9,67,20
IA-123,Mahaska County,Iowa,20.2,-0.1,55,20.3
IA-125,Marion County,Iowa,20.2,-0.7,51,20.9
IA-127,Marshall County,Iowa,18.2,0.5,63,17.7
IA-129,Mills County,Iowa,22.4,0.8,68,21.6
IA-131,Mitchell County,Iowa,15.8,2.8,81,13
IA-133,Monona County,Iowa,20.4,2.2,79,18.2
IA-135,Monroe County,Iowa,20.4,-1,43,21.4
IA-137,Montgomery County,Iowa,21.2,0.4,59,20.8
IA-139,Muscatine County,Iowa,20.9,0.2,57,20.7
IA-141,O&#039;Brien County,Iowa,16.8,2.6,81,14.2
IA-143,Osceola County,Iowa,15.5,2.2,78,13.3
IA-145,Page County,Iowa,21.9,0.3,60,21.6
IA-147,Palo Alto County,Iowa,16.4,2.2,78,14.2
IA-149,Plymouth County,Iowa,18.7,2.6,80,16.1
IA-151,Pocahontas County,Iowa,17.4,1.8,78,15.6
IA-153,Polk County,Iowa,20.6,1,69,19.6
IA-155,Pottawattamie County,Iowa,21.1,0.7,67,20.4
IA-157,Poweshiek County,Iowa,18.6,0,57,18.6
IA-159,Ringgold County,Iowa,20.8,-0.3,50,21.1
IA-161,Sac County,Iowa,18.7,2.4,82,16.3
IA-163,Scott County,Iowa,20.9,0.5,59,20.4
IA-165,Shelby County,Iowa,19.4,0.8,69,18.6
IA-167,Sioux County,Iowa,17.2,2.3,82,14.9
IA-169,Story County,Iowa,18.8,1.1,73,17.7
IA-171,Tama County,Iowa,17.8,0.4,60,17.4
IA-173,Taylor County,Iowa,20.8,-0.3,51,21.1
IA-175,Union County,Iowa,20.5,0.3,60,20.2
IA-177,Van Buren County,Iowa,21,-1.7,41,22.7
IA-179,Wapello County,Iowa,21.2,-0.1,53,21.3
IA-181,Warren County,Iowa,21.1,0.3,63,20.8
IA-183,Washington County,Iowa,20.4,0.1,54,20.3
IA-185,Wayne County,Iowa,20.4,-1.2,41,21.6
IA-187,Webster County,Iowa,17.7,1.3,73,16.4
IA-189,Winnebago County,Iowa,15.7,2.6,83,13.1
IA-191,Winneshiek County,Iowa,16.4,2.9,82,13.5
IA-193,Woodbury County,Iowa,19.8,2.6,83,17.2
IA-195,Worth County,Iowa,16,3.1,86,12.9
IA-197,Wright County,Iowa,16.9,1.9,76,15
KS-001,Allen County,Kansas,26.7,-3.7,24,30.4
KS-003,Anderson County,Kansas,24.6,-4.8,17,29.4
KS-005,Atchison County,Kansas,21.9,-4,25,25.9
KS-007,Barber County,Kansas,28.8,-2.6,31,31.4
KS-009,Barton County,Kansas,22.3,-6.2,13,28.5
KS-011,Bourbon County,Kansas,26.8,-3.8,22,30.6
KS-013,Brown County,Kansas,21.3,-3.4,28,24.7
KS-015,Butler County,Kansas,25.6,-4.4,18,30
KS-017,Chase County,Kansas,23.2,-5.2,17,28.4
KS-019,Chautauqua County,Kansas,29.8,-2.6,30,32.4
KS-021,Cherokee County,Kansas,30.1,-2.8,26,32.9
KS-023,Cheyenne County,Kansas,26.8,-0.3,52,27.1
KS-025,Clark County,Kansas,29.3,-2.6,27,31.9
KS-027,Clay County,Kansas,23.1,-3.3,27,26.4
KS-029,Cloud County,Kansas,23.7,-2.3,35,26
KS-031,Coffey County,Kansas,26,-3.2,28,29.2
KS-033,Comanche County,Kansas,29,-2.5,27,31.5
KS-035,Cowley County,Kansas,28.8,-2.8,26,31.6
KS-037,Crawford County,Kansas,27.8,-3.9,20,31.7
KS-039,Decatur County,Kansas,25.7,-0.3,47,26
KS-041,Dickinson County,Kansas,23.7,-3.8,25,27.5
KS-043,Doniphan County,Kansas,22.4,-3.1,29,25.5
KS-045,Douglas County,Kansas,24.5,-3.4,28,27.9
KS-047,Edwards County,Kansas,26.3,-3.4,26,29.7
KS-049,Elk County,Kansas,28.6,-2.7,28,31.3
KS-051,Ellis County,Kansas,24.7,-3.2,25,27.9
KS-053,Ellsworth County,Kansas,23,-5.1,18,28.1
KS-055,Finney County,Kansas,27.2,-1.7,37,28.9
KS-057,Ford County,Kansas,27.8,-2.4,27,30.2
KS-059,Franklin County,Kansas,24.6,-4,21,28.6
KS-061,Geary County,Kansas,23.2,-3.9,24,27.1
KS-063,Gove County,Kansas,27,-1,43,28
KS-065,Graham County,Kansas,26.1,-1.3,39,27.4
KS-067,Grant County,Kansas,27.5,-3,31,30.5
KS-069,Gray County,Kansas,27.8,-2,37,29.8
KS-071,Greeley County,Kansas,25.6,-2.6,29,28.2
KS-073,Greenwood County,Kansas,26.6,-3.2,26,29.8
KS-075,Hamilton County,Kansas,26.8,-2.8,28,29.6
KS-077,Harper County,Kansas,28.3,-3.4,24,31.7
KS-079,Harvey County,Kansas,24.6,-4.9,16,29.5
KS-081,Haskell County,Kansas,27.7,-2.5,34,30.2
KS-083,Hodgeman County,Kansas,27.3,-2.4,28,29.7
KS-085,Jackson County,Kansas,21,-4.6,17,25.6
KS-087,Jefferson County,Kansas,22.7,-4.1,22,26.8
KS-089,Jewell County,Kansas,23.7,-0.9,48,24.6
KS-091,Johnson County,Kansas,25.2,-2.6,28,27.8
KS-093,Kearny County,Kansas,27,-2.2,33,29.2
KS-095,Kingman County,Kansas,26.5,-4.1,21,30.6
KS-097,Kiowa County,Kansas,27.6,-2.9,26,30.5
KS-099,Labette County,Kansas,29.6,-3.1,25,32.7
KS-101,Lane County,Kansas,27.3,-1,41,28.3
KS-103,Leavenworth County,Kansas,24.2,-2.9,27,27.1
KS-105,Lincoln County,Kansas,23.1,-3.9,24,27
KS-107,Linn County,Kansas,25.1,-4.6,17,29.7
KS-109,Logan County,Kansas,26.8,-1.2,39,28
KS-111,Lyon County,Kansas,24.4,-3.7,26,28.1
KS-113,McPherson County,Kansas,23.6,-4.8,17,28.4
KS-115,Marion County,Kansas,22.8,-5.6,16,28.4
KS-117,Marshall County,Kansas,21.4,-3.1,27,24.5
KS-119,Meade County,Kansas,29.3,-2.5,30,31.8
KS-121,Miami County,Kansas,25.2,-3.4,26,28.6
KS-123,Mitchell County,Kansas,23.3,-2.7,33,26
KS-125,Montgomery County,Kansas,30.1,-2.6,29,32.7
KS-127,Morris County,Kansas,22.8,-4.5,18,27.3
KS-129,Morton County,Kansas,28.3,-3.7,21,32
KS-131,Nemaha County,Kansas,21,-3.3,27,24.3
KS-133,Neosho County,Kansas,28.1,-3.5,24,31.6
KS-135,Ness County,Kansas,26.7,-2.3,32,29
KS-137,Norton County,Kansas,24.8,-1.1,43,25.9
KS-139,Osage County,Kansas,24.4,-3.7,24,28.1
KS-141,Osborne County,Kansas,24.1,-2.4,35,26.5
KS-143,Ottawa County,Kansas,23.6,-3.4,27,27
KS-145,Pawnee County,Kansas,24.5,-4.6,19,29.1
KS-147,Phillips County,Kansas,25,-1,45,26
