fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
72107,1,1,1,1,905,1445,2184,2859,,391,,1034,1758,3117,4457,4734,,6299,6874,6855,5595,4270,,4.9,,3.2,8.5,12.5,15.39206196,23.15216687,16.9,23.9,30.81869728,30.66658029,66,52.5,38.68759508,27.66081493,8.7,11.1,15.10164569,18.52043791,,13,,78.9,,259,881,1630,2226,3574
72109,3,2,3,4,934,1475,1850,2663,,387,,1338,2313,3020,3713,3560,,5718,5868,5438,4363,2283,,4.9,,5.2,9.8,17.3,21.37821782,29.27579613,22.9,25.1,29.40990099,29.60006652,58.1,45.3,34.55841584,18.98228985,9.2,12.3,14.65346535,22.14184751,,17,,72.8,,409,987,2079,2699,3521
72111,2,2,2,4,1137,1854,2059,3659,,320,,1471,2178,3722,4383,3865,,6022,6602,6637,5306,3652,,3.8,,6.8,10.2,15.5,20.23898432,21.64890634,19.7,25.8,29.75762102,27.0961862,59.8,45.9,36.02417,25.60291643,10.3,12.8,13.97922466,25.65199103,,17.6,,71.9,,567,1128,2236,2981,3088
72113,2,2,2,4,16271,21676,26178,29921,,9686,,19260,21201,26118,30116,28275,,52215,48762,42234,30630,19300,,10.8,,9.8,13.9,17.6,18.93988847,21.04732311,21.2,23.9,28.08437622,28.80647955,48.7,38.6,28.56370181,19.66277826,16.2,19.8,24.4120335,30.48341908,,21.4,,58,,8855,13939,19275,20310,20659
72115,3,2,3,4,1050,1671,2942,3696,,462,,1600,2627,3738,4134,4792,,6741,6709,6984,5992,4298,,4.9,,5.8,10.7,17.1,22.71571353,26.63529952,22.6,25,24.44851854,27.49598347,57.7,46.7,35.43674966,24.66146431,9,11.2,17.39901827,21.2072527,,17.1,,72.1,,546,1239,2563,3841,4642
72117,2,2,2,4,621,1100,1883,2926,,173,,901,1320,2279,2314,3074,,4598,4618,4827,4209,3087,,2.9,,4.3,6.6,11.9,20.39018846,23.958159,18.8,24.5,21.91495407,25.72384937,65.8,51.8,39.86172933,25.83263598,8.8,11.8,17.83312814,24.48535565,,15.2,,77.6,,255,462,1111,2153,2863
72119,1,1,1,1,2525,4209,7283,9097,,725,,4150,5818,7255,9836,10469,,10496,12525,12572,9787,7034,,4.3,,8.3,14.9,22.5,24.10369242,23.3318922,23.7,23.4,27.74533864,30.17437671,51.1,40.5,27.60711969,20.27381467,10.3,13.6,20.54384926,26.21991641,,24.8,,62.6,,1395,3654,6996,8545,8095
72121,3,2,3,4,1535,2107,3214,4859,,591,,2107,2974,4131,4695,5678,,6898,6720,6764,5364,3085,,5.6,,8.7,13,17.6,20.48286604,18.47995212,23.1,26.2,28.12724659,33.9796529,52.1,42.9,32.13515457,18.4619988,11.9,13.3,19.25473281,29.07839617,,20,,65.6,,916,1673,2782,3419,3088
72123,4,3,4,2,1364,2288,2875,3562,,573,,2545,3341,4725,6159,7410,,8158,8328,7722,6574,3904,,4.8,,6.5,11.3,17.4,20.24527338,19.20925433,22.7,26.5,31.47164027,40.24330636,56.7,43.3,33.59223301,21.20241134,9.3,12.8,14.69085335,19.34502797,,21.1,,67.7,,783,1661,3095,3962,3537
72125,3,2,3,4,2555,4211,4865,5666,,1504,,3445,4049,5582,6573,7561,,10761,11027,9515,8074,5902,,8.9,,6.5,11.2,16.2,17.80267925,18.00685812,20.4,24.2,27.6897801,32.40891556,55.5,41.3,34.01297498,25.2978997,12.9,18.3,20.49456568,24.28632662,,20.5,,64,,1097,2222,3729,4226,4201
72127,1,1,1,1,68467,80313,88455,107000,,45690,,54002,49846,50991,55031,52861,,112732,104879,90410,67075,36782,,18.7,,13,16.9,20.3,21.70416093,22.51621445,18.6,18.3,20.46294575,20.82896614,39,32.5,24.94143457,14.49331326,25.5,28.9,32.89145874,42.16150615,,22.1,,46.1,,31877,45420,56329,58369,57143
72129,1,1,1,1,1501,2820,4142,5594,,668,,1956,3376,4955,6953,7065,,11543,12061,12155,10685,7476,,4.5,,5.2,11.6,17.5,19.22862971,28.35284489,17.6,20.5,25.78527721,25.1396648,63,50.3,39.62544039,26.60214212,7.8,11.7,15.3606527,19.90534818,,13.1,,77.2,,778,2220,4237,5185,7968
72131,2,2,2,4,1928,3465,4858,6698,,973,,2198,3597,4772,5956,7843,,13312,14088,14742,12764,8316,,5.5,,6.4,9.8,15.5,17.19172549,22.20217835,16.6,17.5,20.91806273,26.69503063,64.8,54.2,44.82843395,28.30496937,8.9,12.7,17.06177782,22.79782165,,12.5,,75.6,,1126,2119,4216,4895,6523
72133,4,5,6,5,778,1581,2996,4137,,358,,1787,2345,3626,4294,5089,,6084,5465,4927,4237,2454,,4.1,,6,10.8,16.5,19.68366778,18.71955463,24.3,29.9,29.91917503,35.41405706,56.7,40.6,29.52201784,17.07724426,8.1,13,20.87513935,28.78914405,,20.4,,69.5,,529,1045,2004,2825,2690
72135,1,1,1,1,2758,7259,11863,13780,,741,,3156,5282,7194,10832,12808,,9577,11431,12673,11271,7094,,5.1,,7.4,16,25.1,26.74215464,30.56403068,22.8,19.9,23.36245012,26.40389214,49.3,35,24.30928502,14.62439185,11.9,20,25.58611021,28.40768533,,21.7,,65.8,,1084,3712,9100,12399,14826
72137,1,1,1,1,5912,9193,11704,15126,,2860,,9500,11549,13321,16325,14551,,21050,22143,19714,14667,8688,,7.6,,10.9,18.6,23.9,26.88415104,29.83466842,23.7,24,27.95616063,26.61216577,45.5,35.5,25.11687644,15.88938879,12.1,16.6,20.04281188,27.66377702,,25.3,,56.1,,4087,9076,13296,15699,16313
72139,1,1,1,1,6358,12297,15858,19965,,3537,,6031,6986,8381,10891,9488,,12394,13873,14027,10538,6381,,13.9,,13.4,19.5,23.5,23.60004098,28.37783818,20.7,18.5,22.31533654,18.96386313,41,30.9,21.59204999,12.75383754,18.8,27.1,32.49257248,39.90446114,,23.8,,48.9,,3395,6606,10675,11518,14198
72141,2,2,6,2,1506,2469,4037,4747,,742,,2608,3119,4334,5265,5565,,11919,12072,10573,7763,5230,,4.6,,5.9,10.7,16.5,20.57249244,25.53660406,16.7,20.8,24.50546893,26.66251437,64.6,50.8,36.13218525,25.05749329,8.1,11.9,18.78985339,22.74338827,,16.1,,73.4,,962,1992,3423,4420,5330
72143,1,1,1,1,1615,2646,4450,6277,,557,,2350,3886,4622,5243,6898,,9720,10506,10471,10180,5544,,4.1,,6.2,12.8,20,22.09721678,26.24507486,21.2,20.8,20.55272442,27.17888101,57.2,47.2,39.90591925,21.84397163,8.8,11.9,17.44413955,24.7320725,,17.5,,72.2,,838,2346,4440,5637,6661
72145,1,1,1,1,2621,5263,6801,10025,,1420,,4582,6487,7528,5828,11614,,14880,17369,15973,16781,9038,,6.3,,7.2,13.2,21.4,23.95997621,23.65677028,21.3,20.6,15.0683869,28.90276983,57,43.7,43.38754298,22.49209865,8.6,14.4,17.58409391,24.94836125,,20.4,,66.1,,1617,4011,7811,9267,9506
72147,7,12,6,3,319,564,630,745,,109,,930,959,1477,2095,2872,,2679,3064,2767,2501,1815,,2.8,,4.5,8.4,13.7,15.88604539,9.797409499,20.2,26.5,33.71962015,47.69179675,64.6,49.7,40.25430549,30.13948854,6.7,10.1,10.14002897,12.37130521,,23.9,,68.8,,176,400,764,987,590
72149,2,2,2,4,1125,1885,2405,3503,,336,,1262,2359,3681,5687,4970,,6356,6398,6501,5455,3295,,4,,5.1,10.7,18,14.34081568,24.4769606,21.3,25,35.95953209,31.89577718,57.8,44.2,34.49257034,21.14619433,10.2,12.8,15.20708188,22.4810679,,15.1,,75.8,,430,1187,2648,2268,3814
72151,1,1,1,1,1636,2763,3176,4119,,737,,2516,3767,5345,7475,5818,,10032,11204,10478,9030,5722,,5.2,,6,11.9,18.3,19.98617718,30.19969689,20,23.5,30.38988495,25.93385041,59.4,46.1,36.71179412,25.5059285,8.7,12.1,12.91214376,18.3605242,,17.8,,71,,842,2249,4161,4916,6775
72153,2,2,2,4,2248,4312,4665,6874,,1046,,3130,4731,6057,7524,8609,,12377,12799,12068,10654,5193,,6,,5.7,10.6,17.8,17.75993664,18.43786982,21.4,22.2,27.08813364,33.96055227,57.9,44.2,38.35685484,20.4852071,10.2,15.8,16.79507488,27.11637081,,17.8,,70.5,,1008,2341,4861,4933,4674
8000,,,,,568256,907755,1220906,1806355,170326,382013,392787,575365,558312,644360,744320,811023,411837,355405,328056,363039,335459,292446,14.9,23,14.6,21.1,31,31,30.88688681,27.94850805,26.5,23.2,22.35954614,20.08211396,15.6,13.1,10.07726648,7.241390069,27,32.7,36.67630057,44.72798793,34.4,34.6,36.1,21.4,166188,351108,652448,861478,1028184,1128710
8001,1,1,1,1,21157,38776,56936,96383,7438,14161,35821,57185,56948,68641,82160,98198,32417,34675,34411,47240,51961,51641,8.6,10.8,12.8,19,30.8,30.7,30.68302204,28.41301592,35,30.8,29.80829234,28.55024597,21.2,21.2,18.8518583,15.01418819,13,17.4,20.65682732,28.02254992,41.3,43.7,37.3,26.5,11147,24897,50146,68437,84571,97726
8003,7,11,7,7,1807,2310,2173,2928,916,1238,1528,1922,2064,2320,2727,2520,2066,1753,1727,1489,1305,1089,17.8,20.6,12.3,18.4,25.3,28.6,34.15747029,34.571114,27.6,27.1,28.93675722,25.22270043,23.1,17.4,13.84762309,10.89980983,24.1,27,23.05814941,29.30637574,29.7,31.9,40.2,29.1,633,1109,1893,2448,3219,3454
8005,1,1,1,1,88573,117232,145780,207006,17713,54641,29882,54421,54994,64921,80183,85041,19703,19523,21333,29574,33815,36365,21.5,31.9,18.3,24.8,34.5,33.1,31.41935416,27.43030006,21.8,20.5,21.16808169,18.79163932,8.5,9.3,8.927062874,8.035629448,35.2,37,38.48550128,45.74243117,36.3,31.8,23.9,11.4,15057,42453,87016,104833,119014,124135
8007,7,10,7,9,687,1979,3130,4426,81,479,436,621,1174,1829,2170,2617,744,594,667,867,647,506,5.9,22.3,8.1,21.1,27.4,31.5,31.32001386,30.5647535,33.7,26.8,25.06063056,24.07100809,19.1,12.7,7.471994457,4.654157469,19.7,29,36.14736113,40.71008094,31.8,28.9,54.2,27.7,111,454,956,2146,2712,3323
8009,9,12,9,9,429,442,483,600,231,409,994,1145,1103,1082,873,711,1753,1246,881,678,377,354,7.1,12.4,8.8,15,23.4,30.1,37.41422896,33.18619583,35,34.3,31.5276273,28.53130016,28,21.5,13.61502347,14.20545746,13.6,14,17.44312026,24.07704655,30.4,34.7,53.7,37.8,289,495,739,950,1036,827
8011,7,12,9,9,509,463,419,614,228,365,993,1183,1145,1415,1984,1703,2205,1437,953,922,1036,815,5.9,9.9,10.7,18.7,25.2,30.6,26.96963262,27.70083102,32.8,35.1,42.13208749,39.31209603,27.3,22.8,22.00042472,18.81348107,14.6,11.5,8.897855171,14.17359187,25.9,32.2,57.5,39.1,409,688,879,1237,1270,1200
8013,2,2,2,4,59467,97499,110462,140031,16821,38585,20226,30296,28352,28064,24160,24148,15345,13308,12261,13404,11364,9803,26.5,36.4,17.5,22.4,29.1,25.3,23.33272064,20.59604765,20.1,15.1,12.68807604,11.02094838,8.7,7.2,5.968017226,4.474008489,42.1,52.4,58.01118609,63.90899548,31.8,28.6,24.2,12.6,11122,23772,41045,47159,44429,45128
8014,1,1,1,1,,,17361,31270,,,,,,,6381,6724,,,,,1779,2092,,,,,,,30.94967532,24.82277484,,,17.26461039,12.61017966,,,4.813311688,3.923333708,,,46.9724026,58.64371179,,,,,,,,,11439,13236
8015,7,11,6,3,1324,2879,4606,7193,438,1039,2193,3225,3204,3545,3885,3469,2274,2117,1660,1360,1197,856,8,13.3,10.3,18,29.1,34.2,29.75128707,27.26239343,36.7,29.9,28.17054601,21.90716767,19,11.5,8.679573635,5.405746763,15.2,24.3,33.39859329,45.42469214,40.1,41.4,41.6,27.2,561,1403,2534,4053,4103,4317
8017,9,12,9,9,178,203,275,303,83,167,554,587,665,498,446,336,684,368,288,227,207,103,5.9,12.7,5.6,14.4,24.7,35.2,37.12737127,40.25764895,44.3,34.8,30.21680217,27.0531401,19.2,15.9,14.02439024,8.293075684,11.9,14.2,18.63143631,24.39613527,39.6,44.8,48.9,28.1,78,189,370,503,548,500
8019,1,1,1,1,1637,2601,2602,4200,346,1326,982,1531,1376,1440,1730,1304,943,546,433,442,322,406,13,29.9,14.4,23.4,34.4,33.1,33.29511251,20.83054253,26.2,21.5,24.79575749,17.46818486,8.2,6.6,4.615164111,5.438713999,31.2,38.8,37.29396589,56.26255861,37,34.5,35.5,12.3,382,1038,1804,2219,2323,1555
8021,9,12,9,7,466,717,1064,1174,194,394,979,1187,1450,1685,1785,1673,2139,1942,1578,1391,922,552,5.4,9.7,8,12.9,19.7,23.8,27.52258313,32.59964307,33.3,33.8,34.3071305,33.1746976,36.3,27.9,17.72054584,10.94586556,10.7,14.4,20.44974053,23.27979377,27.2,29.3,59.4,48,288,522,859,1186,1432,1644
8023,9,12,9,7,215,320,390,748,119,180,363,456,665,685,791,801,939,960,810,798,606,278,7.7,10.1,7.7,10.1,17.6,28.1,28.86146497,31.98064036,32.4,27.3,31.4888535,29.82129561,39.5,31.8,24.12420382,10.34996277,10.5,12.8,15.52547771,27.84810127,23.6,25.7,61,54.1,119,179,360,703,725,859
8025,8,7,8,6,221,463,516,537,100,166,522,735,886,1345,1347,1972,1079,852,819,875,1313,724,5.4,8.6,9,9.4,30.2,31.2,25.77705071,23.80391233,32.1,34.5,31.4793176,46.47654961,29.7,22.5,30.68473943,17.06339854,8,11.9,12.05889226,12.65613952,27.9,38,57.7,44.1,168,181,832,1214,1103,1010
8027,8,7,8,6,258,680,1088,1422,38,158,235,393,476,715,992,838,306,197,218,247,209,143,5.5,16.8,15.8,20.3,29.2,35.6,31.63082437,40.40178571,35.4,28.1,29.62962963,20.78373016,16.2,9.7,6.242532855,3.546626984,19.2,26.7,32.49701314,35.26785714,34.2,41.9,44.5,21,109,190,393,906,1059,1629
8029,6,6,6,6,1991,3400,4091,5947,682,1633,2921,5389,5396,6569,7934,8449,4845,4285,3932,3846,2829,2083,7.2,12.2,11.2,15.7,22.4,28.5,32.61658501,28.83793237,37,34,35.99165306,36.48572786,27,19.9,12.83342406,8.995120266,13.6,17.6,18.55833787,25.6812195,30.7,40.2,50.9,32,1066,2100,3269,5515,7190,6678
8031,1,1,1,1,93299,129065,174708,292761,44476,76718,91368,93134,75653,74922,78567,77626,110353,78298,66795,79034,61670,45478,15.5,24.8,14,19.9,26.6,24.4,23.84575952,20.95429257,23.6,20,18.99763518,14.75479323,20.8,21.1,14.91191164,8.644249174,29,34.5,42.24469366,55.64666503,31.9,30.1,38.5,25.3,40135,61477,85439,91457,98617,110242
8033,9,12,9,9,97,179,257,486,19,74,218,399,425,440,513,760,513,340,280,317,159,75,2.2,7.7,11.8,14.9,19.3,29.3,32.18978102,32.8418912,42.8,33.3,37.44525547,38.63751906,28.2,24,11.60583942,3.812913066,9.8,13.5,18.75912409,24.70767666,25.6,41.8,60.4,35.6,100,142,192,387,441,646
8035,1,1,1,1,15599,58303,101071,152978,837,3952,1593,5191,7567,14785,25238,29025,1278,1665,1979,3423,4520,5049,18.7,27.2,17.2,25.6,34.4,32,29.0434377,25.49391371,19.7,13.1,13.68810982,11.56116564,5.2,3,2.451472239,2.011105092,40.7,51.9,54.81698024,60.93381556,35.6,35.7,28.5,11.5,771,3713,13193,35925,53550,64004
8037,5,8,5,7,4679,11586,16565,20069,442,2716,1200,2375,3270,4490,6224,7077,1605,814,1443,3640,4412,2728,12,34.6,12.2,24.8,33.8,27.5,22.00206458,25.17095409,23,16.5,17.84710673,17.72662375,10.2,13.4,12.65125882,6.833153821,33,42.6,47.49956988,50.26926834,32.5,30.2,43.4,10.4,450,1947,4797,7462,7673,10049
8039,1,1,1,1,1220,3403,4768,6898,177,604,801,1796,1978,3510,4593,5028,1034,938,970,963,452,626,7.7,15,12,17,32.2,38.5,38.08051489,35.99836835,32.2,27.4,28.98157496,25.63736488,15.8,7.5,2.852094902,3.191923312,19.8,26.6,30.08581524,35.17234346,35,44.7,45.2,23.3,275,684,1983,4938,6035,7060
8041,2,2,2,4,62017,101762,138769,200118,17701,34731,42697,63874,61791,73286,86113,95538,29143,28776,28066,28029,25869,23818,16.5,20.9,16.6,23.4,36.8,36.6,36.22683066,34.35159994,25.7,22.9,21.90100511,19.63201026,11.7,8.7,6.579228469,4.894337544,25.8,31.8,35.29293577,41.12205226,39.7,38.4,27.1,17.3,17873,38937,88377,117343,142441,167170
8043,4,5,4,5,2662,4481,5732,8084,937,2125,4450,7297,7825,12199,13201,15346,6890,6023,5557,6471,5981,3627,6.9,11.7,9.3,15.1,28.9,30.3,31.08160443,29.59040283,34.7,36.7,36.51728907,39.93442282,24.6,19.5,16.54495159,9.438430311,11.8,13.5,15.85615491,21.03674404,32.9,40.1,50.9,33.1,1255,2741,6518,10063,11236,11371
8045,5,8,5,7,4171,6645,9186,13854,833,2647,2987,4847,6418,7499,9394,10161,3446,2571,2852,4084,5359,4792,10,20.2,12.8,23.2,30.4,34.6,34.44064083,30.53197646,33.3,26.9,25.7264138,24.50323141,14.8,14.6,14.67616048,11.55589852,21.6,23.8,25.15678488,33.4088936,35.9,37,41.4,19.6,1065,3048,5858,9656,12576,12661
8047,1,1,1,1,654,1092,1254,2311,70,407,330,527,615,898,959,678,259,206,154,205,240,283,9.5,25.6,10.6,28.2,35.7,37.3,41.07614701,31.50512874,27.8,25.6,23.03627192,14.19300816,7,5.9,5.765073264,5.924220222,29.5,31.2,30.12250781,48.37764287,44.8,33.2,35.1,13,78,448,791,1306,1710,1505
8049,7,10,9,9,1611,2961,3478,5126,243,916,841,1701,1517,2060,2990,3061,943,704,672,661,643,692,10.4,21.2,13.4,23.3,28.8,33.7,33.96173848,27.63061374,28.4,24,27.76745914,24.9490586,12.6,7.7,5.971396731,5.640231478,30.2,34.5,32.29940565,41.78009618,35.9,39.3,40.3,16.3,314,1007,1535,2889,3657,3390
8051,7,11,7,8,2119,3707,5033,6761,704,1976,788,1269,1264,1512,1584,2101,910,502,539,502,552,197,23.8,39.6,18.7,24.9,31.6,32.7,26.06229373,20.59081346,22,17.8,16.33663366,18.41690042,9.4,5.9,5.693069307,1.726858345,36.9,43.6,51.9080033,59.26542777,26.7,25.4,30.8,10.1,552,1240,1815,2783,2527,2349
8053,9,12,9,9,114,207,302,367,7,82,36,89,107,123,155,96,41,35,25,41,34,0,8.3,30.6,0,23.1,30.9,37.4,28.94356006,40.64102564,30.1,20.7,22.43125904,12.30769231,7,6.9,4.92040521,0,32,34.9,43.70477569,47.05128205,42.9,33.2,48.8,13.1,0,62,110,222,200,317
8055,6,6,8,6,519,911,1313,1431,265,451,959,1151,1043,1828,1427,1331,2403,1895,1437,1251,852,375,6.7,11.3,7.9,12.5,26.9,29.3,30.72324012,40.67700454,25.4,32.4,27.5216972,25.17019667,35,22.2,16.43201543,7.091527988,12.6,16.1,25.32304725,27.0612708,24.4,28.8,61,47.4,311,500,1106,1657,1593,2151
8057,9,10,9,9,167,218,228,301,86,145,352,506,410,396,383,303,369,255,195,151,103,170,9.2,13.4,13.5,16.1,29.1,30.3,32.51417769,29.18572736,37.6,36.1,36.20037807,27.72186642,17.9,13.8,9.735349716,15.55352242,15.3,19.9,21.55009452,27.53888381,37.7,46.9,39.5,23.6,126,174,317,333,344,319
8059,1,1,1,1,88040,128496,150458,216684,24124,58029,45520,78198,72294,79402,79959,79120,31007,29824,29112,28747,24258,19320,19.8,26.8,17.5,23.2,33.9,32.7,31.53750618,26.19994988,25.2,22.6,21.49481709,18.52940419,10.2,8.2,6.521107981,4.524621953,30.7,36.5,40.44656874,50.74602398,37.3,36.1,25.4,13.8,21280,50269,96945,114934,117317,111873
8061,9,12,9,9,103,175,202,195,52,116,421,617,467,385,233,258,512,372,341,149,81,86,4.7,8.9,10.8,15.3,19.2,34.7,41.23006834,42.96296296,41.4,35.5,26.53758542,27.3015873,30.2,13.7,9.225512528,9.100529101,9.1,16.1,23.00683371,20.63492063,38.1,47.3,46.4,28.5,119,199,217,376,362,406
8063,7,11,9,9,729,808,850,870,294,556,1658,1703,1653,1660,1778,1444,1974,1348,1222,1211,1001,520,6.9,12.4,7.7,19.3,22,30,36.23264804,39.94490358,35.8,31.6,31.24231242,30.59970333,26.5,23,17.58917589,11.01928375,15.8,15.4,14.93586364,18.43610935,39,38.1,46.4,30.1,328,865,1016,1575,2062,1885
8065,6,4,9,7,605,919,1165,2391,286,587,1517,1694,1255,1285,945,1167,1738,1116,684,966,750,418,7.2,13.5,10.6,21.7,31.9,32.7,40.95788604,23.3763731,33.6,27.3,19.50867052,22.48988244,18.3,20.5,15.48307184,8.055502024,16.2,19.5,24.05037159,46.07824244,38.3,39.1,43.9,25.7,422,940,1192,1540,1984,1213
8067,4,5,6,5,5438,10170,14526,19307,1170,3366,3419,5036,5300,6462,6933,8584,3928,3076,2766,2412,2057,1469,11.9,22.1,13.6,24.5,30.3,31.9,32.61891117,28.13257288,27.4,23.1,19.86532951,21.01192079,14.3,8.6,5.893982808,3.595819156,28.1,36.4,41.6217765,47.25968717,34.7,33.1,39.9,20.2,1335,3720,5871,8929,11384,11493
8069,2,2,2,4,36472,61828,84443,126142,8523,23498,14160,26346,28958,33279,36879,41000,13751,14122,12911,12013,11496,8186,19.5,28.8,16.6,21.6,30.7,31.5,31.5049843,28.0879705,25.6,21.3,19.01871496,16.81644238,11.4,7.7,5.928554116,3.357546276,32.3,39.5,43.54774662,51.73804084,32.4,32.3,31.5,17.3,7278,17615,34650,49306,61091,68481
8071,7,11,7,8,1156,1668,1852,1839,514,1001,2269,2865,2531,2796,3059,3065,5143,3436,2943,2379,1839,1106,5.9,11.3,9.7,17.9,27,33.4,37.78228408,43.57337339,27.9,27.2,28.19614711,28.77664069,32.4,23.1,16.95087105,10.3840015,12.7,16.2,17.07069776,17.26598441,25.9,32.2,58.6,38.6,848,1592,2455,3436,4099,4641
8073,8,7,8,3,396,558,633,1078,160,281,1141,1261,1103,1475,1519,1728,1300,930,784,768,786,500,5.6,9.4,9,17,25.7,33.5,26.55,21.13549618,35.9,35,37.975,41.22137405,25.5,18.2,19.65,11.92748092,12.9,13.2,15.825,25.71564885,39.9,42.3,45.5,31.2,257,508,789,1413,1062,886
8075,7,8,6,5,1614,1906,2342,2866,869,1382,3515,4377,4044,4189,5084,5723,4067,3336,2385,2308,1720,1610,8.9,12.4,13.7,18.2,29.4,35.7,38.66684549,32.71539781,35.5,32,34.09334764,37.75564059,20.9,17.7,11.53433476,10.62145402,14.2,14.6,15.7054721,18.90750759,35.9,39.4,41.5,30,1346,2023,3342,4671,5766,4959
8077,3,2,3,4,10509,16764,24505,34032,3176,7696,9853,16883,19241,23154,29853,31632,12419,12055,12374,11453,9925,8499,10.5,16.3,16.2,22.4,30.2,32.7,34.11466874,33.25683739,31.9,30.3,30.59712201,28.46729123,20.5,15,10.17239259,7.648694619,17.4,22,25.11581666,30.62717676,32.5,35.8,40.9,25.5,4912,10551,18234,24987,33285,36954
8079,9,12,9,9,74,197,237,373,53,112,218,203,143,179,160,104,156,81,63,53,24,15,11.3,22.9,9.3,19.2,32.4,32,32.31511254,28.07017544,34.5,28.4,25.72347267,15.20467836,15.2,8.4,3.8585209,2.192982456,17.9,31.2,38.10289389,54.53216374,46.3,41.4,33.1,16.5,44,94,134,202,201,192
8081,7,8,7,7,1133,1047,1255,1902,333,1031,1255,3053,2469,2812,3187,3421,1547,1717,1390,1713,1045,769,9.3,14.7,12.5,17.4,27.8,33.7,37.21967963,32.7222529,35.7,33.5,36.46453089,37.78023192,20.1,20.4,11.95652174,8.492545555,16.4,12.5,14.35926773,21.00496963,35,43.5,43.2,24.5,446,1220,1918,2832,3253,2963
8083,6,6,6,6,1868,3250,4825,5880,535,1267,2000,3101,3868,5129,5005,5508,3499,3338,2953,2929,1815,1725,7.9,13.6,11.4,17.4,25.8,27.1,34.24618859,31.28078818,33,33.1,28.26086957,28.86489886,25.2,18.9,10.2484472,9.039932921,15.9,21,27.24449464,30.81438004,29.4,33.3,51.4,35.8,776,1618,3025,4204,6065,5969
8085,4,5,5,7,2504,4121,6546,8853,875,1988,3212,5370,5681,7373,9086,10520,4648,4330,4135,4274,4262,2831,8.8,13.8,12.6,18.6,24.1,28.6,29.84448284,29.10600255,35,33.4,32.04147124,33.58876117,25.5,19.3,15.02979864,9.038952746,15.4,18.7,23.08424728,28.26628352,32.1,37.4,46.5,30.1,1259,2677,3907,6321,8463,9116
8087,6,3,6,2,1587,2243,2616,3346,891,1606,3463,5005,4422,5164,5567,6179,5434,4497,4408,4760,3841,2933,8.2,12.4,10,14.2,23.3,27,32.96911584,34.60024148,32.5,31,31.03467499,32.43739829,32.4,28.6,21.41264355,15.39713371,11.7,13.5,14.58356561,17.56522652,31.9,38.7,50,34.8,1082,1831,3171,4494,5914,6591
8089,6,6,6,6,1674,2028,1913,2370,889,1565,3804,4273,3936,4050,3937,4034,6486,5208,3937,3197,2221,1361,7.1,12,10.9,15.1,25.7,29.6,35.83750696,38.39746132,30.6,30.7,31.29819541,32.00317334,30.6,24.3,17.65641148,10.79730266,13,15.4,15.20788616,18.80206267,30.3,32.8,51.7,40,1372,1966,3310,3897,4508,4840
8091,9,10,9,9,454,1010,1663,2315,98,305,339,449,527,591,776,609,426,282,204,182,89,115,10.2,24.6,10.3,16.3,27.1,35,29.40519408,29.16083916,32.4,21.6,21.6699246,14.1958042,12.5,6.6,2.485339291,2.680652681,27.9,36.8,46.43954203,53.96270396,35.2,36.3,44.3,22.8,99,202,441,958,1053,1251
8093,1,1,1,1,1104,3140,4159,5603,184,608,454,1228,1621,2772,2953,2900,473,571,439,690,575,389,14.7,18.8,11.3,25.5,35.7,36.3,37.48373455,38.38264847,32.9,26.7,24.01594014,20.09562747,8.9,6.7,4.676317502,2.695585891,22.4,30.3,33.82400781,38.82613817,36.2,38,37.7,17.7,142,826,1757,3769,4609,5539
