fips_code,CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023
26081,10.6,16104,,,10.8,11952,9.4,60996,76954,15.4,23260,,,15.6,17348,11.6,75132,82476,79715,13,,13.2,10.5,19682,,14650,68064,1
26083,12.6,41,,,11.3,30,9.5,207,47976,20.8,69,,,19.1,52,14.5,315,61848,54912,16.7,,15.2,12,55,,41,261,9
26085,23.1,415,,,21.3,288,17.9,2064,48133,42.9,771,,,41.3,558,24.5,2814,53187,50660,33,,31.3,21.2,593,,423,2439,9
26087,9.2,1578,,,7.9,1015,7.8,6768,65604,15.4,2644,,,14.7,1899,11,9624,77426,71515,12.3,,11.3,9.4,2111,,1457,8196,1
26089,7.1,249,,,6.8,177,5.8,1313,84140,13.5,469,,,13.6,351,8.6,1959,99314,91727,10.3,,10.2,7.2,359,,264,1636,3
26091,9.4,1830,,,9,1324,8.7,8128,60804,17,3300,,,16.4,2426,12.5,11646,70610,65707,13.2,,12.7,10.6,2565,,1875,9887,4
26093,4,1569,,,3.9,1157,4.7,9104,97941,7.4,2865,,,7.3,2155,6.5,12660,109533,103737,5.7,,5.6,5.6,2217,,1656,10882,1
26095,18.4,186,,,17.3,128,15.7,820,45314,35.4,358,,,34.7,256,24.7,1286,58014,51664,26.9,,26,20.2,272,,192,1053,9
26097,13,206,,,13,153,11.4,1227,46947,25.4,402,,,26.2,307,15.8,1705,55759,51353,19.2,,19.6,13.6,304,,230,1466,9
26099,12.1,21422,,,11.1,14773,9.6,82989,72005,16.5,29272,,,15.9,21067,11.6,100563,75853,73929,14.3,,13.5,10.6,25347,,17920,91776,1
26101,14.6,610,,,13.1,404,11.7,2850,52594,26.2,1088,,,25.5,788,16.5,4018,62274,57434,20.4,,19.3,14.1,849,,596,3434,6
26103,9.8,1130,,,8.6,737,12.5,7819,59340,17,1964,,,16,1369,16.1,10101,65298,62319,13.4,,12.3,14.3,1547,,1053,8960,5
26105,16.4,885,,,14,585,12.2,3503,55325,26.6,1443,,,24.6,1025,17,4905,63761,59543,21.5,,19.3,14.6,1164,,805,4204,7
26107,19,1478,,,17.7,1012,15.6,6239,55737,29.2,2268,,,28.1,1602,21.2,8469,62783,59260,24.1,,22.9,18.4,1873,,1307,7354,6
26109,15.7,593,,,13.9,410,12.5,2830,51509,24.7,937,,,23.1,684,17.1,3890,60197,55853,20.2,,18.5,14.8,765,,547,3360,7
26111,11,1901,,,10.7,1362,10.4,8639,69428,17.2,2951,,,16.7,2140,13.8,11515,78016,73722,14.1,,13.7,12.1,2426,,1751,10077,3
26113,11.7,385,,,10.5,257,9,1359,62550,21.5,709,,,20.7,509,14,2123,70244,66397,16.6,,15.6,11.5,547,,383,1741,8
26115,9.7,3053,,,9.6,2294,9.6,14677,68499,16.1,5049,,,15.8,3782,13,19899,78735,73617,12.9,,12.7,11.3,4051,,3038,17288,3
26117,13.1,1800,,,12.3,1251,11.1,6934,61460,23.7,3246,,,23.1,2357,16.5,10344,68364,64912,18.4,,17.7,13.8,2523,,1804,8639,1
26119,17.1,253,,,16,173,14.8,1424,43746,33.1,489,,,33,357,20.6,1982,51002,47374,25.1,,24.5,17.7,371,,265,1703,9
26121,12,4622,,,11.2,3209,12.1,20872,58752,20.6,7902,,,20.4,5839,15.9,27316,63694,61223,16.3,,15.8,14,6262,,4524,24094,3
26123,12.9,1390,,,11.3,927,11.5,5802,57304,22.9,2480,,,21.7,1769,16.5,8314,66598,61951,17.9,,16.5,14,1935,,1348,7058,6
26125,7.9,19780,,,7.1,13372,7.6,94766,90066,11.1,27782,,,10.7,19990,9,112816,94394,92230,9.5,,8.9,8.3,23781,,16681,103791,1
26127,15.1,831,,,13.6,562,12.2,3256,55750,26.3,1443,,,24.8,1026,17.4,4668,68064,61907,20.7,,19.2,14.8,1137,,794,3962,8
26129,15.9,577,,,16.4,443,12.9,2668,46408,29.5,1071,,,30.2,819,18.5,3832,56372,51390,22.7,,23.3,15.7,824,,631,3250,9
26131,16.3,119,,,15,83,9.9,581,46329,31.5,229,,,30.4,167,16.1,945,56283,51306,23.9,,22.7,13,174,,125,763,9
26133,16.3,783,,,15.8,561,14.5,3338,51674,27.1,1305,,,27.2,967,19.1,4386,59102,55388,21.7,,21.5,16.8,1044,,764,3862,9
26135,20.4,340,,,19,233,15.1,1279,43893,35.2,588,,,34.4,421,22.3,1889,55351,49622,27.8,,26.7,18.7,464,,327,1584,9
26137,11,573,,,8.8,344,8.2,2110,62566,19.6,1019,,,17.6,694,12.6,3218,75492,69029,15.3,,13.2,10.4,796,,519,2664,7
26139,5.8,3877,,,5.5,2806,7.9,23343,79722,9.2,6239,,,8.9,4604,10.1,29671,83822,81772,7.5,,7.2,9,5058,,3705,26507,1
26141,12.7,250,,,11.6,177,10.8,1422,49997,24.9,488,,,23.4,357,15.4,2036,59353,54675,18.8,,17.5,13.1,369,,267,1729,9
26143,18.9,627,,,17.3,434,12.5,2961,49536,35.3,1171,,,33.7,846,18.9,4467,59074,54305,27.1,,25.5,15.7,899,,640,3714,7
26145,17.3,6797,,,16.2,4698,13.8,25188,56258,27.9,10937,,,27.4,7948,18.6,33808,62118,59188,22.6,,21.8,16.2,8867,,6323,29498,3
26147,10.4,3268,,,9,2126,10.3,16217,65820,18.2,5736,,,17.4,4146,13.1,20759,71842,68831,14.3,,13.2,11.7,4502,,3136,18488,1
26149,9.7,1373,,,9.3,984,9.8,5901,60374,18.7,2649,,,18.3,1934,13.6,8197,70706,65540,14.2,,13.8,11.7,2011,,1459,7049,4
26151,15.1,1237,,,13.3,825,10.9,4325,54390,25.1,2061,,,23.7,1465,15.7,6253,60374,57382,20.1,,18.5,13.3,1649,,1145,5289,8
26153,15.4,220,,,12.7,136,11.6,933,49620,28.4,408,,,25.7,276,17.4,1391,62418,56019,21.9,,19.2,14.5,314,,206,1162,9
26155,12.8,1742,,,11.7,1191,10.1,6854,58259,20.4,2790,,,19.3,1963,14.3,9650,69717,63988,16.6,,15.5,12.2,2266,,1577,8252,4
26157,15.3,1544,,,15.2,1144,12.3,6443,60986,24.1,2434,,,24,1814,16.3,8495,67560,64273,19.7,,19.6,14.3,1989,,1479,7469,6
26159,13.9,2340,,,12,1523,12.6,9434,60080,22.7,3846,,,21.2,2705,16.8,12644,72268,66174,18.3,,16.6,14.7,3093,,2114,11039,6
26161,11.5,7420,,,10.2,4938,13.4,46244,80307,16.3,10540,,,15.2,7412,15.8,54690,89101,84704,13.9,,12.7,14.6,8980,,6175,50467,2
26163,27,109402,,,27.1,81023,19.6,341166,55490,31.4,127326,,,31.7,94909,21.6,374426,59346,57418,29.2,,29.4,20.6,118364,,87966,357796,1
26165,13.8,1043,,,12.9,735,11,3701,54329,23.6,1785,,,22.7,1287,15.8,5339,65065,59697,18.7,,17.8,13.4,1414,,1011,4520,6
27000,9.6,122644,9.3,29941,9,86450,9,505940,84312,10.8,137660,11.3,36357,10.4,99834,9.4,532988,85828,85070,10.2,10.3,9.7,9.2,130152,33149,93142,519464,
27001,11.1,261,,,9.5,175,10,1583,54862,21.1,499,,,19.7,363,14.2,2245,64826,59844,16.1,,14.6,12.1,380,,269,1914,8
27003,5.6,4848,,,5,3233,5.5,20315,92548,9.6,8350,,,9.2,5939,7.5,27681,100774,96661,7.6,,7.1,6.5,6599,,4586,23998,1
27005,10.8,862,,,9.3,564,9.8,3383,66088,18.4,1458,,,16.9,1028,13.8,4805,77350,71719,14.6,,13.1,11.8,1160,,796,4094,6
27007,14.8,1650,,,12.6,1037,14.5,6462,61335,24.4,2714,,,23.2,1903,19.7,8762,70375,65855,19.6,,17.9,17.1,2182,,1470,7612,7
27009,11.5,1176,,,11.3,870,12.3,5061,65912,16.5,1680,,,15.9,1224,15.1,6187,83442,74677,14,,13.6,13.7,1428,,1047,5624,3
27011,10,109,,,9.5,75,9.1,454,55275,19,209,,,19.3,153,14.5,720,69215,62245,14.5,,14.4,11.8,159,,114,587,9
27013,7.1,959,,,5.7,559,12.5,8206,62933,14.1,1903,,,12.5,1245,16.1,10570,71539,67236,10.6,,9.1,14.3,1431,,902,9388,3
27015,4.1,233,,,4.5,189,6.4,1589,65971,9.5,535,,,10.1,425,9.8,2421,77797,71884,6.8,,7.3,8.1,384,,307,2005,6
27017,5.5,430,,,5,290,7.5,2652,70008,11.3,878,,,10.6,618,10.7,3736,81016,75512,8.4,,7.8,9.1,654,,454,3194,2
27019,2.7,725,,,2.3,486,3.7,4102,119767,4.9,1343,,,4.5,946,5.5,6060,139107,129437,3.8,,3.4,4.6,1034,,716,5081,1
27021,16.4,1002,,,15.6,723,12.8,3970,58094,25,1524,,,24.4,1131,16.6,5172,64886,61490,20.7,,20,14.7,1263,,927,4571,9
27023,16.9,510,,,16.1,361,11.6,1389,70475,23.3,702,,,22.3,499,15.4,1831,81073,75774,20.1,,19.2,13.5,606,,430,1610,7
27025,3.9,500,,,3.8,358,4.4,2480,86113,7.7,984,,,7.4,712,6.8,3864,96563,91338,5.8,,5.6,5.6,742,,535,3172,1
27027,9.8,1558,,,9.1,1079,11.1,7000,66714,16.2,2582,,,15.5,1855,15.1,9494,77630,72172,13,,12.3,13.1,2070,,1467,8247,3
27029,12.6,268,,,10.8,177,10.1,861,56555,24.2,516,,,22.4,369,15.9,1353,68315,62435,18.4,,16.6,13,392,,273,1107,8
27031,11.3,90,,,10.1,61,8.5,473,57079,21.3,170,,,19.5,119,12.9,723,67791,62435,16.3,,14.8,10.7,130,,90,598,9
27033,9.7,274,,,8.5,180,8.9,990,56433,18.9,536,,,17.9,376,13.5,1498,71363,63898,14.3,,13.2,11.2,405,,278,1244,9
27035,7.3,985,,,7.2,741,7.5,5073,69897,13.7,1861,,,13.6,1401,10.9,7309,79183,74540,10.5,,10.4,9.2,1423,,1071,6191,4
27037,4.6,4914,,,4.4,3526,5.1,22637,96738,8.2,8614,,,8,6308,6.9,30303,103286,100012,6.4,,6.2,6,6764,,4917,26470,1
27039,6.3,327,,,5.6,217,6,1263,78291,10.5,545,,,9.8,381,8.8,1849,97031,87661,8.4,,7.7,7.4,436,,299,1556,3
27041,5.8,486,,,5.5,335,7,2759,71929,11.2,934,,,10.9,675,10.4,4087,81087,76508,8.5,,8.2,8.7,710,,505,3423,6
27043,9.4,276,,,7.1,163,9.2,1269,58274,17.2,508,,,15.5,355,13.4,1833,72254,65264,13.3,,11.3,11.3,392,,259,1551,8
27045,8.4,436,,,8,312,7.7,1628,64579,16,824,,,15.4,602,11.5,2434,73735,69157,12.2,,11.7,9.6,630,,457,2031,3
27047,8.1,523,,,6.8,328,8.4,2520,61275,16.9,1097,,,15.6,758,12.6,3796,71155,66215,12.5,,11.2,10.5,810,,543,3158,7
27049,4.8,488,,,4,309,5.9,2780,76962,9.6,986,,,9,685,8.7,4086,90996,83979,7.2,,6.5,7.3,737,,497,3433,6
27051,8.3,118,,,7.7,81,8.7,530,66807,16.1,226,,,15.5,165,12.7,774,79063,72935,12.2,,11.6,10.7,172,,123,652,9
27053,9.5,25191,,,9.9,19208,9.4,117075,91946,12.9,34139,,,13.3,25940,10.8,133689,95338,93642,11.2,,11.6,10.1,29665,,22574,125382,1
27055,4.7,182,,,4.1,123,6.2,1142,70288,9.7,372,,,8.7,267,9.4,1724,83798,77043,7.2,,6.4,7.8,277,,195,1433,3
27057,9.4,423,,,9.3,312,8.8,1910,67950,18.2,813,,,18.3,614,12.6,2764,76382,72166,13.8,,13.8,10.7,618,,463,2337,9
27059,5.3,510,,,4.7,344,6.4,2707,79799,10.3,1006,,,10.1,730,9,3839,91799,85799,7.8,,7.4,7.7,758,,537,3273,1
27061,12.2,1074,,,11.1,744,10.8,4777,60551,20,1764,,,18.9,1258,14.6,6485,70221,65386,16.1,,15,12.7,1419,,1001,5631,6
27063,6.4,132,,,6,95,6.1,594,67137,13.2,270,,,13,201,9.9,974,77689,72413,9.8,,9.5,8,201,,148,784,9
27065,8.2,285,,,7.9,205,7.9,1289,64127,16.8,587,,,16.9,439,12.1,1989,76641,70384,12.5,,12.4,10,436,,322,1639,8
27067,10.4,1072,,,10.1,765,10,4309,64058,18.8,1930,,,18.5,1409,14.2,6113,74262,69160,14.6,,14.3,12.1,1501,,1087,5211,4
27069,8.2,71,,,7.5,51,6.8,269,66433,16.6,145,,,15.9,107,11.6,455,78015,72224,12.4,,11.7,9.2,108,,79,362,9
27071,10.3,206,,,9.3,141,9.6,1117,56099,20.5,412,,,19.9,301,15.2,1753,71919,64009,15.4,,14.6,12.4,309,,221,1435,7
27073,6.7,95,,,7,73,7.4,479,61542,14.1,199,,,14.8,155,11.6,751,74352,67947,10.4,,10.9,9.5,147,,114,615,9
27075,7.3,146,,,6.4,98,6.6,706,63634,14.5,290,,,13.2,202,10.8,1148,79512,71573,10.9,,9.8,8.7,218,,150,927,8
27077,10.2,72,,,10,52,7.9,294,58206,20.2,142,,,20.6,106,13.1,490,73350,65778,15.2,,15.3,10.5,107,,79,392,9
27079,4.5,300,,,4.2,211,6,1725,73324,9.1,598,,,8.8,441,8.8,2547,84446,78885,6.8,,6.5,7.4,449,,326,2136,1
27081,5.9,75,,,5.4,54,7.8,428,57302,12.1,155,,,11.6,114,11.6,628,72740,65021,9,,8.5,9.7,115,,84,528,9
27083,6.9,453,,,6.8,335,9.3,2299,62171,14.3,943,,,14.2,707,13.1,3217,76151,69161,10.6,,10.5,11.2,698,,521,2758,7
27085,6.2,482,,,6,351,6.4,2329,69433,11,864,,,11,641,9.4,3407,81949,75691,8.6,,8.5,7.9,673,,496,2868,4
27087,20,319,,,17.5,213,16,831,48102,34.2,545,,,31.7,385,22.6,1179,60252,54177,27.1,,24.6,19.3,432,,299,1005,8
27089,7,139,,,6.1,92,7.4,643,66303,12.8,255,,,12.1,182,10.8,947,73383,69843,9.9,,9.1,9.1,197,,137,795,8
27091,10.3,460,,,9.8,325,11,2127,54249,19.9,892,,,20,665,15.4,2991,65437,59843,15.1,,14.9,13.2,676,,495,2559,6
27093,5.6,307,,,5,207,6.7,1561,68960,10.8,595,,,10.2,425,10.1,2333,81742,75351,8.2,,7.6,8.4,451,,316,1947,6
27095,9,558,,,7.5,346,8.7,2361,64350,16.6,1022,,,15.1,696,12.7,3425,76674,70512,12.8,,11.3,10.7,790,,521,2893,1
27097,7.5,575,,,6.9,403,8.1,2755,63183,14.3,1101,,,13.5,797,12.3,4159,74095,68639,10.9,,10.2,10.2,838,,600,3457,6
27099,14.2,1394,,,13.4,984,11.3,4440,59978,20.2,1986,,,19.8,1450,14.9,5872,73178,66578,17.2,,16.6,13.1,1690,,1217,5156,4
27101,7.5,129,,,7,90,8.6,682,67996,14.5,249,,,14.2,182,12.4,990,81606,74801,11,,10.6,10.5,189,,136,836,9
27103,5.4,384,,,4.9,268,7.1,2241,69640,10.8,762,,,10.1,548,10.3,3263,79324,74482,8.1,,7.5,8.7,573,,408,2752,3
27105,9,554,,,8.4,368,8.9,1880,57407,17,1044,,,16.8,740,13.7,2916,69745,63576,13,,12.6,11.3,799,,554,2398,7
27107,9.4,137,,,8.6,94,9.9,617,56127,18,261,,,17,184,14.7,911,69305,62716,13.7,,12.8,12.3,199,,139,764,8
27109,5.9,2298,,,5.5,1596,6.5,10418,82273,11.3,4340,,,10.9,3116,9.5,15440,96589,89431,8.6,,8.2,8,3319,,2356,12929,3
27111,8.7,1130,,,7.7,756,8.8,5232,64500,15.5,2002,,,14.5,1414,12.4,7438,73714,69107,12.1,,11.1,10.6,1566,,1085,6335,6
27113,7.2,212,,,6.3,142,8.2,1095,67288,14,416,,,13.3,296,12.4,1661,78920,73104,10.6,,9.8,10.3,314,,219,1378,6
27115,9.4,529,,,8.3,346,9.3,2676,65554,17.8,1005,,,17.3,722,13.3,3826,73684,69619,13.6,,12.8,11.3,767,,534,3251,8
27117,8.4,208,,,7.7,141,8,722,63567,16.4,406,,,15.7,287,12.6,1146,74667,69117,12.4,,11.7,10.3,307,,214,934,8
27119,7.9,574,,,7.4,409,8.6,2529,64189,15.9,1154,,,15.6,861,12.8,3735,72083,68136,11.9,,11.5,10.7,864,,635,3132,3
27121,5.9,145,,,5.7,106,6.9,780,60029,11.7,287,,,11.5,214,10.5,1190,68931,64480,8.8,,8.6,8.7,216,,160,985,8
27123,12.2,14672,,,10.7,9486,10.6,55154,75424,18,21752,,,17.1,15148,13.2,69138,80104,77764,15.1,,13.9,11.9,18212,,12317,62146,1
27125,7.5,69,,,6.8,46,7.6,295,63116,15.3,141,,,15,100,12.2,473,76922,70019,11.4,,10.9,9.9,105,,73,384,8
27127,10.7,405,,,10.4,287,10.1,1528,64368,16.9,637,,,16.8,467,13.7,2056,77656,71012,13.8,,13.6,11.9,521,,377,1792,9
27129,8.9,288,,,9.2,225,9.2,1305,63953,16.3,530,,,16.6,405,13.2,1855,76243,70098,12.6,,12.9,11.2,409,,315,1580,9
27131,8.1,1132,,,7.3,756,8.5,5112,77943,14.1,1986,,,13.5,1410,12.1,7350,85705,81824,11.1,,10.4,10.3,1559,,1083,6231,4
27133,6.8,150,,,6.3,111,8.1,752,63485,12.8,282,,,12.1,211,11.5,1078,80361,71923,9.8,,9.2,9.8,216,,161,915,2
27135,7.1,254,,,6.8,182,7.2,1082,66323,13.3,478,,,13,352,10.8,1630,81791,74057,10.2,,9.9,9,366,,267,1356,9
27137,9.5,3397,,,8.6,2303,12,23206,63870,15.3,5503,,,15,3981,14.6,28294,70752,67311,12.4,,11.8,13.3,4450,,3142,25750,2
27139,4,1572,,,3.6,1077,4.3,6695,102195,7.4,2926,,,7.2,2151,6.3,9765,120545,111370,5.7,,5.4,5.3,2249,,1614,8230,1
27141,4.2,1082,,,3.9,748,4.4,4429,96779,8.4,2152,,,7.9,1538,7,6979,106195,101487,6.3,,5.9,5.7,1617,,1143,5704,1
27143,6.9,235,,,6.1,152,7,1044,70574,12.9,439,,,12.5,308,10.6,1580,81464,76019,9.9,,9.3,8.8,337,,230,1312,8
27145,8.7,3226,,,8.3,2279,9.3,14338,70979,15.5,5790,,,15.5,4233,12.7,19654,79253,75116,12.1,,11.9,11,4508,,3256,16996,3
27147,6.5,576,,,5.6,377,6,2232,72670,12.9,1138,,,12,801,9.6,3562,84330,78500,9.7,,8.8,7.8,857,,589,2897,5
27149,5.2,112,,,4.6,73,6.6,600,66269,10.6,228,,,10,155,11.2,1008,82755,74512,7.9,,7.3,8.9,170,,114,804,7
27151,8.4,182,,,8,126,8.3,784,61161,16.8,364,,,16.4,258,12.7,1194,77329,69245,12.6,,12.2,10.5,273,,192,989,9
27153,9.8,603,,,8.6,395,9.2,2351,56228,18.8,1157,,,17.4,807,14.2,3617,65674,60951,14.3,,13,11.7,880,,601,2984,8
27155,12.6,82,,,12,59,10.7,324,60185,23.4,154,,,23.2,113,16.5,502,75083,67634,18,,17.6,13.6,118,,86,413,9
27157,5.4,247,,,4.9,168,6.6,1410,75513,10.2,473,,,9.9,342,9.6,2050,87185,81349,7.8,,7.4,8.1,360,,255,1730,3
27159,10.5,392,,,10.3,283,10.7,1498,50935,20.1,746,,,19.9,545,16.3,2274,59963,55449,15.3,,15.1,13.5,569,,414,1886,9
27161,7,293,,,6.4,202,7.4,1336,62315,13.4,563,,,13,414,11.4,2068,79351,70833,10.2,,9.7,9.4,428,,308,1702,6
27163,3.8,2456,,,3.4,1707,4.2,11379,107425,6.6,4290,,,6.2,3125,5.8,15911,114811,111118,5.2,,4.8,5,3373,,2416,13645,1
27165,8.5,247,,,7.8,159,7.8,851,58895,16.1,467,,,16,325,12.2,1337,70841,64868,12.3,,11.9,10,357,,242,1094,8
27167,7.4,104,,,6.9,74,8,493,67166,13.8,192,,,13.3,142,12.2,755,82980,75073,10.6,,10.1,10.1,148,,108,624,8
27169,8,674,,,7.3,462,9.9,4538,66058,14.4,1208,,,13.7,868,14.3,6592,77756,71907,11.2,,10.5,12.1,941,,665,5565,4
27171,3.4,1344,,,2.8,830,4.4,6557,97529,6.2,2476,,,5.6,1680,6.4,9643,111077,104303,4.8,,4.2,5.4,1910,,1255,8100,1
27173,7.3,159,,,6.4,103,7.8,727,64997,14.7,319,,,14.2,227,11.6,1087,73021,69009,11,,10.3,9.7,239,,165,907,9
28000,23.1,154104,23.4,39541,22,109073,17.8,504744,53167,25.5,170184,27.2,46009,25,123847,18.8,534044,55605,54386,24.3,25.3,23.5,18.3,162144,42775,116460,519394,
28001,22.2,1267,,,22.6,944,20.3,5559,39317,42.4,2423,,,44,1832,30.1,8241,49453,44385,32.3,,33.3,25.2,1845,,1388,6900,7
28003,16.9,1257,,,14.3,794,15.4,5138,44212,29.7,2211,,,27.9,1550,22,7338,52900,48556,23.3,,21.1,18.7,1734,,1172,6238,7
28005,20.6,504,,,19.5,361,18.4,2277,40125,38,926,,,37.3,691,27.2,3357,52091,46108,29.3,,28.4,22.8,715,,526,2817,8
28007,19,813,,,17.1,560,14.9,2545,46929,36.6,1565,,,35.3,1154,23.9,4091,57327,52128,27.8,,26.2,19.4,1189,,857,3318,6
28009,20.3,304,,,19.7,222,15.4,1137,43514,39.9,600,,,40.9,460,24.6,1807,52424,47969,30.1,,30.3,20,452,,341,1472,1
28011,37.5,2635,,,32.7,1688,34.4,9412,35176,53.3,3743,,,50.9,2628,43,11754,44664,39920,45.4,,41.8,38.7,3189,,2158,10583,7
28013,17.2,472,,,16,314,13.5,1672,41488,33.8,924,,,34,666,21.5,2658,52444,46966,25.5,,25,17.5,698,,490,2165,9
28015,16.1,254,,,14.8,181,13.2,1181,48966,31.3,494,,,31,379,21.2,1895,61614,55290,23.7,,22.9,17.2,374,,280,1538,8
28017,17.3,707,,,15.3,459,15.3,2486,40284,34.7,1421,,,33.1,991,23.9,3906,48914,44599,26,,24.2,19.6,1064,,725,3196,9
28019,18,305,,,16.8,213,12.7,1009,46180,36,609,,,35.4,449,21.5,1701,54910,50545,27,,26.1,17.1,457,,331,1355,9
28021,28.5,528,,,28,373,25.1,1893,25831,54.9,1018,,,56.6,755,40.3,3047,31327,28579,41.7,,42.3,32.7,773,,564,2470,8
28023,18.1,597,,,17.8,425,14,2114,42503,34.9,1149,,,36.2,865,22.6,3392,53119,47811,26.5,,27,18.3,873,,645,2753,9
28025,21,842,,,19,561,16,2872,48102,41.2,1658,,,40.8,1201,25.4,4564,57244,52673,31.1,,29.9,20.7,1250,,881,3718,7
28027,29.9,1593,,,26.6,1034,24.7,4823,31507,55.3,2953,,,54.8,2126,36.9,7199,39597,35552,42.6,,40.7,30.8,2273,,1580,6011,6
28029,21.8,1315,,,20.5,897,17,4535,42345,39.8,2397,,,39.9,1749,25.8,6887,53395,47870,30.8,,30.2,21.4,1856,,1323,5711,2
28031,20.1,878,,,20,638,14.6,2580,43099,39.5,1726,,,40.8,1302,24,4250,53665,48382,29.8,,30.4,19.3,1302,,970,3415,8
28033,9.2,4261,,,9,3251,7.7,14607,77189,15.4,7179,,,15.4,5535,10.7,20541,86723,81956,12.3,,12.2,9.2,5720,,4393,17574,1
28035,13.6,2373,,,14,1776,15.8,11486,47611,28.2,4913,,,30,3802,22.2,16128,55045,51328,20.9,,22,19,3643,,2789,13807,3
28037,16.7,291,,,16,204,14.5,1091,41815,32.9,571,,,33,422,22.9,1731,54335,48075,24.8,,24.5,18.7,431,,313,1411,9
28039,12.4,842,,,10.9,537,11.1,2783,55498,25,1698,,,23.9,1177,17.7,4433,71200,63349,18.7,,17.4,14.4,1270,,857,3608,8
28041,17.7,433,,,15.5,278,17.1,1853,47434,32.3,791,,,31.5,564,27.1,2939,60680,54057,25,,23.5,22.1,612,,421,2396,8
28043,20.4,1026,,,19.7,753,16.6,3439,43630,38,1910,,,37.5,1435,25.2,5219,54790,49210,29.2,,28.6,20.9,1468,,1094,4329,7
28045,14,1189,,,13.6,856,12.9,5902,54017,26.6,2259,,,27,1696,18.3,8412,68235,61126,20.3,,20.3,15.6,1724,,1276,7157,2
28047,15.7,7530,,,12.6,4503,14.2,29260,53191,24.7,11884,,,21.8,7773,17.8,36666,60193,56692,20.2,,17.2,16,9707,,6138,32963,2
28049,24.3,11830,,,21.6,7709,18.6,38595,49094,35.5,17306,,,34.4,12327,23.4,48311,52836,50965,29.9,,28,21,14568,,10018,43453,2
28051,32.5,1228,,,30.5,854,28.7,4248,27723,58.9,2228,,,58.9,1646,42.5,6306,33361,30542,45.7,,44.7,35.6,1728,,1250,5277,2
28053,31.5,557,,,29.5,391,25.3,1800,27595,62.7,1107,,,62.3,825,40.3,2874,35481,31538,47.1,,45.9,32.8,832,,608,2337,8
28055,42,40,,,42.2,30,36.9,278,32526,84.4,80,,,90.2,64,62.3,470,41446,36986,63.2,,66.2,49.6,60,,47,374,9
28057,11.8,597,,,10.7,389,11,2488,50037,22.4,1125,,,21.9,799,17,3842,63917,56977,17.1,,16.3,14,861,,594,3165,9
28059,12.7,4126,,,11.5,2805,11,16027,61399,22.5,7330,,,22.7,5523,15.8,22835,72103,66751,17.6,,17.1,13.4,5728,,4164,19431,2
28061,19.3,700,,,18.4,495,15.6,2475,40735,37.1,1348,,,37.6,1009,24.6,3893,52419,46577,28.2,,28,20.1,1024,,752,3184,8
28063,27.8,415,,,26.5,304,23.1,1525,32940,53,793,,,52.3,600,37.3,2457,42294,37617,40.4,,39.4,30.2,604,,452,1991,9
28065,26.6,569,,,26.5,412,19.4,2108,34834,50,1071,,,52.1,810,30.6,3316,44754,39794,38.3,,39.3,25,820,,611,2712,8
28067,18,2918,,,16.6,1971,15.4,9941,45320,32,5178,,,31,3675,22.6,14551,55300,50310,25,,23.8,19,4048,,2823,12246,4
28069,24,356,,,23.1,258,20.2,1566,39541,47.8,712,,,49.1,548,31.6,2452,45381,42461,35.9,,36.1,25.9,534,,403,2009,9
28071,10,1058,,,9.1,706,11,5820,67029,19.4,2050,,,19.1,1484,17.2,9046,78647,72838,14.7,,14.1,14.1,1554,,1095,7433,4
28073,10.6,1662,,,10.4,1221,11.1,7287,58113,19.4,3034,,,19.2,2267,15.1,9909,68045,63079,15,,14.8,13.1,2348,,1744,8598,3
28075,26.3,4232,,,24.2,2903,20.1,13590,45707,40.5,6510,,,39.4,4731,27.1,18320,57167,51437,33.4,,31.8,23.6,5371,,3817,15955,5
28077,17.5,492,,,16.6,346,14.9,1734,43427,33.7,946,,,33.4,696,23.1,2694,55435,49431,25.6,,25,19,719,,521,2214,8
28079,20.7,1028,,,21.6,752,16.3,3388,43349,38.5,1912,,,41.6,1442,24.9,5178,52349,47849,29.6,,31.6,20.6,1470,,1097,4283,8
28081,13.5,2730,,,13.7,2069,11.1,9053,59051,23.1,4676,,,23.1,3473,15.9,12953,70437,64744,18.3,,18.4,13.5,3703,,2771,11003,5
28083,26.1,1864,,,24,1281,22.7,5793,30047,51.7,3696,,,50.4,2701,34.9,8891,37843,33945,38.9,,37.2,28.8,2780,,1991,7342,6
28085,17.3,1359,,,17.5,1018,15.4,5285,46456,31.1,2435,,,31.7,1840,22.4,7701,57624,52040,24.2,,24.6,18.9,1897,,1429,6493,6
28087,19.2,2567,,,17.9,1754,16.1,8939,48481,34.4,4605,,,33.1,3246,23.7,13155,59285,53883,26.8,,25.5,19.9,3586,,2500,11047,5
28089,9.1,2422,,,8.4,1673,8,8801,75670,16.9,4460,,,16.8,3325,12,13261,88444,82057,13,,12.6,10,3441,,2499,11031,2
